20220629092458,0,0,0,0,0,0,0,0
20220629092459,0,0,0,0,6,0,0,0
20220629092500,0,2,0,12,10,0,0,1
20220629092501,0,12,0,15,0,0,0,0
20220629092502,0,9,0,11,1,3,0,0
20220629092503,0,10,0,5,10,9,0,0
20220629092504,0,1,0,11,2,6,0,0
20220629092505,0,10,0,6,9,10,0,0
20220629092506,0,11,0,6,10,11,0,0
20220629092507,0,10,0,5,11,12,0,0
20220629092508,0,2,0,5,11,10,0,0
20220629092509,0,11,0,9,8,20,0,1
20220629092510,0,6,0,13,6,2,0,1
20220629092511,0,11,0,0,0,0,0,0
20220629092512,0,0,0,0,0,0,0,0
20220629092513,0,0,0,0,0,0,0,0

