
20220627112631,0,0,0,0,0,0,0,0
20220627112633,0,0,0,0,0,0,0,0
20220627112634,0,0,0,0,0,0,0,0
20220627112635,0,0,0,0,0,0,0,0
20220627112636,0,0,0,0,0,0,0,0
20220627112636,0,0,0,0,0,0,0,0
20220627112638,0,0,0,0,0,0,0,0
20220627112639,0,0,0,0,0,0,0,0
20220627112640,0,0,0,0,0,0,0,0
20220627112641,0,0,0,0,0,0,0,0
20220627112642,0,0,0,0,0,0,0,0
20220627112643,0,0,0,0,0,0,0,0
20220627112644,0,0,0,0,0,0,0,0
20220627112644,0,0,0,0,0,0,0,0
20220627112646,0,0,0,0,0,0,0,0
20220627112647,0,0,0,0,0,0,0,0
20220627112648,0,0,0,0,0,0,0,0
20220627112649,0,0,0,0,0,0,0,0
20220627112650,0,0,0,0,0,0,0,0
20220627112651,0,0,0,0,0,0,0,0
20220627112652,0,0,0,0,0,0,0,0
20220627112653,0,0,0,0,0,0,0,0
20220627112654,0,0,0,0,0,0,0,0
20220627112655,0,0,0,0,0,0,0,0
20220627112656,0,0,0,0,0,0,0,0
20220627112657,0,0,0,0,0,0,0,0
20220627112658,0,0,0,0,0,0,0,0
20220627112659,0,0,0,0,0,0,0,0
20220627112700,0,0,0,0,0,0,0,0
20220627112701,0,0,0,0,0,0,0,0
20220627112702,0,0,0,0,0,0,0,0
20220627112703,0,0,0,0,0,0,0,0
20220627112704,0,0,0,0,0,0,0,0
20220627112705,0,0,0,0,0,0,0,0
20220627112706,0,0,0,0,0,0,0,0
20220627112707,0,0,0,0,0,0,0,0
20220627112708,0,0,0,0,0,0,0,0
20220627112709,0,0,0,0,0,0,0,0
20220627112710,0,0,0,0,0,0,0,0
20220627112711,0,0,0,0,0,0,0,0
20220627112712,0,0,0,0,0,0,0,0
20220627112713,0,0,0,0,0,0,0,0
20220627112714,0,0,0,0,0,0,0,0
20220627112715,0,0,0,0,0,0,0,0
20220627112716,0,0,0,0,0,0,0,0
20220627112717,0,0,0,0,0,0,0,0
20220627112718,0,0,0,0,0,0,0,0
20220627112719,0,0,0,0,0,0,0,0
20220627112720,0,0,0,0,0,0,0,0
20220627112721,0,0,0,0,0,0,0,0
20220627112722,0,0,0,0,0,0,0,0
20220627112723,0,0,0,0,0,0,0,0
20220627112724,0,0,0,0,0,0,0,0
20220627112725,0,0,0,0,0,0,0,0
20220627112726,0,0,0,0,0,0,0,0
