20220630135220,0,0,0,0,0,2,0,0
20220630135221,0,0,0,0,0,2,0,0
20220630135222,0,0,0,0,0,2,0,0
20220630135223,0,0,0,0,0,2,0,0
20220630135224,8,0,0,0,3,8,0,10
20220630135225,9,0,0,0,5,9,0,15
20220630135226,66,5,4,12,89,48,5,85
20220630135227,73,6,5,8,89,50,5,85
20220630135228,98,48,60,77,104,73,14,118
20220630135229,143,118,152,134,134,110,110,162
20220630135230,162,134,175,162,152,118,134,175
20220630135231,175,134,175,175,162,125,143,188
20220630135232,175,134,175,162,162,125,143,188
20220630135233,175,134,175,175,162,125,152,188
20220630135234,175,143,175,162,162,125,143,188
20220630135235,162,143,175,175,162,125,143,188
20220630135236,175,143,175,175,162,125,143,188
20220630135237,175,134,175,175,162,125,152,188
20220630135238,175,143,175,175,162,125,152,188
20220630135239,175,134,175,175,162,125,143,188
20220630135240,175,134,175,175,162,125,143,188
20220630135241,175,143,175,175,162,125,152,188
20220630135242,175,143,175,175,162,125,152,188
20220630135243,175,143,175,175,162,125,152,188
20220630135244,175,143,188,175,162,125,152,188
20220630135245,175,143,175,175,162,125,152,188
20220630135246,175,143,175,175,162,125,152,188
20220630135247,175,143,175,175,162,125,152,188
20220630135248,175,143,175,175,162,125,152,188
20220630135249,175,143,188,175,162,125,152,188
20220630135250,175,143,175,175,162,125,152,188
20220630135251,175,143,175,175,162,134,152,188
20220630135252,175,143,175,175,162,134,143,188
20220630135253,175,143,175,175,162,125,152,188
20220630135254,175,143,175,175,162,125,152,188
20220630135255,89,55,77,85,89,60,20,104
20220630135256,17,6,8,6,8,0,5,16
20220630135257,9,13,0,14,9,11,10,7
20220630135258,11,14,0,16,10,11,0,8

