20220628081332,0,0,0,0,0,0,0,0
20220628081333,0,0,0,0,0,0,0,0
20220628081334,0,0,0,0,0,0,0,0
20220628081335,0,0,0,0,0,0,0,0
20220628081336,0,4,0,0,0,0,0,0
20220628081337,0,2,0,0,0,0,0,0
20220628081338,0,0,0,0,0,0,0,0
20220628081339,0,0,0,0,0,0,0,0
20220628081340,0,0,0,0,0,0,0,0
20220628081341,0,0,0,0,0,0,0,0
20220628081342,0,0,0,0,0,0,0,0
20220628081343,0,0,0,0,0,24,0,0
20220628081344,0,0,0,40,0,25,0,0
20220628081345,0,0,0,0,50,1,0,0
20220628081346,0,0,0,0,8,0,0,0
20220628081347,0,0,0,21,0,0,0,0
20220628081348,0,0,0,46,0,0,0,0
20220628081349,0,0,0,0,0,0,50,0
20220628081350,0,0,77,0,0,0,0,0
20220628081351,0,31,0,0,0,0,8,0
20220628081352,0,46,0,0,0,0,0,0
20220628081353,0,0,0,0,0,0,0,66
20220628081354,69,0,0,0,0,0,0,0
20220628081355,27,0,0,0,0,0,8,0
20220628081356,0,0,4,0,0,0,5,0
20220628081357,0,0,58,0,0,0,18,0
20220628081358,0,0,48,0,0,0,0,0
20220628081359,0,0,0,0,0,63,0,0
20220628081400,0,0,0,48,1,0,0,0
20220628081401,0,0,60,0,28,0,0,0
20220628081402,0,0,0,0,0,0,26,0
20220628081403,0,66,0,0,0,0,0,0
20220628081404,0,0,0,0,0,0,0,77
20220628081405,58,0,0,0,0,0,0,0
20220628081406,0,0,0,0,0,0,6,0
20220628081407,0,0,0,0,0,58,0,0
20220628081408,0,0,0,0,0,0,0,0
20220628081409,0,0,0,0,0,0,0,0
20220628081410,0,0,10,0,0,0,0,0
20220628081411,0,0,77,0,0,0,0,0
20220628081412,0,0,14,0,0,0,24,0
20220628081413,0,0,77,0,0,0,3,0
20220628081414,0,0,85,0,0,39,0,0
20220628081415,0,0,3,0,0,0,0,0
20220628081416,0,0,66,0,37,0,0,0
20220628081417,0,0,0,0,0,0,0,0
20220628081418,0,0,0,0,0,0,0,0
20220628081419,0,0,0,0,0,0,0,0

