20220628100800,0,0,0,0,0,0,0,0
20220628100801,0,0,0,0,0,0,0,0
20220628100802,0,0,0,0,0,0,0,0
20220628100803,0,0,0,0,0,0,0,0
20220628100804,0,0,0,0,0,0,0,0
20220628100805,0,0,0,0,0,0,0,0
20220628100806,0,0,0,0,0,0,0,0
20220628100807,0,0,0,0,0,0,0,0
20220628100808,0,0,0,0,0,0,0,0
20220628100809,0,0,0,0,0,0,0,0
20220628100810,0,0,0,0,0,0,0,0
20220628100811,19,0,0,0,0,0,0,0
20220628100812,15,0,0,0,0,0,0,0
20220628100813,6,0,0,0,0,0,0,0
20220628100814,2,0,0,0,0,0,0,0
20220628100815,0,0,0,0,0,0,0,0
20220628100816,0,0,0,0,0,0,0,0
20220628100817,20,0,0,0,0,0,0,0
20220628100818,0,0,0,0,0,0,0,0
20220628100819,14,0,0,0,0,0,0,0
20220628100820,10,0,0,0,0,0,0,0
20220628100821,12,0,0,0,0,0,0,0
20220628100822,42,0,0,0,0,0,0,0
20220628100823,37,0,0,0,0,0,0,0
20220628100824,32,0,0,0,0,0,0,0
20220628100825,28,0,0,0,0,0,0,0
20220628100826,0,0,0,0,0,0,0,0
20220628100827,0,0,0,0,0,0,0,0
20220628100828,0,0,0,0,0,0,0,0
20220628100829,0,0,0,0,0,0,0,0

